requirement_course_id,resolution,corrected_matched_course_code,corrected_matched_course_name,corrected_match_status,reviewed_by,reviewed_at,note
reqcourse_manual_med_65,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_66,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_67,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_68,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_69,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_70,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_71,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_72,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_73,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_74,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_75,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_76,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_77,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_78,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_79,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_80,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_81,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_82,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_83,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_84,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_85,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_86,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_87,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_88,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_89,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_90,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_91,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_92,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_93,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_94,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_95,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_96,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_97,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_98,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_99,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_100,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_101,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_102,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_103,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_104,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_105,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_106,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_107,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_108,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_109,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_110,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_111,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_112,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_113,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_114,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_115,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_116,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_117,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_118,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_119,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_120,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_121,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_122,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_123,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_124,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_125,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_126,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_127,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_128,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_129,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_130,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_131,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_132,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_133,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_134,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
reqcourse_manual_med_135,confirm,,,,claude,2026-07-06,"manual_supplemental 소스는 카탈로그 태그 추정이 아니라 학과 공식 문서(PDF/HWP/게시판/사이트)를 직접 찾아 읽고 수기 전사한 것 — 소스 확인 후 일괄 confirm (한문학과 원문 자체의 코드 중복 오류 2건, 실내환경디자인학과 학년/학기 정보 없는 40건은 제외하고 needs_review=true로 남김)"
